@relation PaleoTrain

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute label {Line,Arc,Ellipse,Circle,Curve,Helix,Spiral,Complex,Polyline}

@data
0.290796,0.037802,0.729295,9.817603,1.429575,0.578191,0.904827,302.676395,1.429575,0.785398,20.776559,0,0.603264,0.375,0.833333,0.018916,87.560957,473.759194,41.417355,15.546247,0.604867,363.158926,418017.576164,0.3392,0.042713,6,1.02002,0.833333,0.205874,0.474672,3.321626,0,0,0,0,2,2,0.5,3,0.415755,0.605923,0.912636,0.552987,0.323422,0.777914,0.471356,0.852381,0.833977,0.44129,0.656535,31,22.03579,1.455609,0.753592,0.84208,0.983812,0.828449,0.722608,0.958885,0.807459,0.974663,0.686998,0.838188,-0.707107,-0.707107,338.017751,0.877573,273,0.384615,0.923077,488.580261,-9.424778,23.735431,25.756872,0.092175,18.559394,-0.01929,1.789671,1.445428,0.80765,56160,10.93596,-0.397076,6.191504,-2.384066,Complex
0.271359,0.040232,0.718457,12.774312,1.424831,0.700141,0.769166,435.635168,1.424831,0.975968,24.258477,0,0.634009,0.125,0.809524,0.008623,117.297654,619.336662,39.557052,11.615071,0.393363,438.239049,751517.948973,0.298029,0.04024,5,1.143754,0.6,0.168909,0.482823,5.990276,0,0,0,0,2,2,0.5,3,0.358745,0.615807,0.865641,0.533068,0.274152,0.764197,0.470598,0.882811,0.858357,0.327026,0.902813,7,25.099814,1.561265,0.748002,0.847109,0.983708,0.833308,0.734713,0.982234,0.832059,0.998502,0.640506,0.698157,-0.316228,-0.948683,465.207481,0.709326,432.936485,0.727589,0.686013,624.197509,-3.463343,16.15833,12.869231,0.076072,13.338488,-0.005548,1.441776,1.341762,0.930631,106959,11.580201,-0.214338,6.436467,-2.576069,Complex
0.330957,0.02693,0.55578,5.934613,1.440437,0.715784,0.573571,403.586422,1.440437,0.325323,12.080214,0,0.610181,0.281416,0.777778,0.014358,134.855104,567.658736,49.876504,14.624911,0.570719,587.012209,1204121.803274,0.218492,0.051537,4,1.679603,0.5,0.02359,0.526552,4.934716,0,0,0,0,2,2,0.5,5,0.347951,0.587472,0.948659,0.55731,0.296143,0.851105,0.5,0.897166,0.897059,0.374512,0.936639,29,24.857146,1.626176,0.734149,0.850694,0.990956,0.843,0.717358,0.977129,0.831238,0.986047,0.61494,0.770202,-0.707107,0.707107,460.247759,0.733138,404.935797,0.8347,0.550705,578.617889,-5.176037,10.96016,5.823478,0.05226,9.389363,-0.008946,1.428913,1.257188,0.879821,105336,11.564911,-0.472259,6.360642,-2.951523,Complex
0.332942,0.236866,0.620983,4.658418,1.441773,0.771042,-0.896777,216.300717,1.441773,0.975968,4.120339,0,0.304494,0.375,0.826087,0.00948,71.413885,272.719697,10.385436,11.394905,0.897163,936.729814,3396138.967146,0.353774,0.014598,6,0.582376,1,1.162209,0.767566,20.669643,0,0,0,0,2,2,0.5,3,0.191733,0.553673,0.953301,0.527817,0.169593,0.884525,0.489738,0.927855,0.808989,0.185499,0.872727,16,44.413703,1.597922,0.725458,0.900793,0.992173,0.893743,0.713693,0.983783,0.886185,0.991543,0.625813,0.881188,-0.707107,0.707107,229.584407,0.887212,210.278387,0.67054,-0.741874,282.618389,-1.570796,71.00284,82.678584,0.101814,39.946621,-0.005558,1.34402,1.231,0.915909,25810,10.158517,-0.022123,5.644098,-2.284609,Complex
0.30991,0.151287,0.772118,5.83419,1.427672,0.790754,-0.708626,248.9277,1.427672,0.975968,6.451101,0,0.311733,0.125,0.8,0.007075,76.837116,318.663234,9.903492,8.912991,0.964977,9729.644118,380175355.787843,0.45489,0.026556,5,0.827171,0.8,2.810008,0.703744,38.418025,0,0,0,0,2,2,0.5,3,0.210625,0.552152,0.930253,0.513641,0.182661,0.867232,0.478844,0.932254,0.890052,0.195366,0.97449,11,41.122905,1.617294,0.734516,0.880977,0.993667,0.875398,0.729728,0.993482,0.875235,0.999814,0.618317,0.745614,0,-1,255.697086,0.727292,251.984126,0.738142,-0.674646,321.358717,-0.927295,29.540501,21.76841,0.058106,19.046531,-0.002886,1.275313,1.256795,0.985479,32470,10.388072,-0.031391,5.772558,-2.845482,Complex
0.36469,0.035273,0.411081,10.249738,1.431952,0.90041,-0.716481,400.465979,1.431952,0.785398,22.266139,0,0.377419,0.25,0.882353,0.008832,144.855371,450.779891,20.522493,7.439488,0.808948,1344.578545,7043049.704142,0.205161,0.018798,2,2.168069,0.5,0.48411,0.815021,20.516286,0,0,0,0,2,2,0.5,3,0.147338,0.540411,0.985728,0.532699,0.13632,0.925221,0.5,0.938617,0.927869,0.145563,0.977564,28,55.741637,1.801911,0.715951,0.913963,0.998258,0.912371,0.708186,0.989155,0.90405,0.990881,0.554966,0.907051,-1,0,421.836461,0.741802,405.886684,0.76376,-0.6455,460.150015,2.677945,14.955339,13.385649,0.043597,10.24295,0.00582,1.133691,1.090826,0.96219,88635,11.392282,0.179063,6.131553,-3.132778,Complex
0.301553,0.174054,0.486439,3.66926,1.460574,0.740159,-0.86217,129.073622,1.460574,0.785398,4.51238,0,0.519417,0.375,0.6875,0.018604,40.598025,174.851603,15.024214,14.401154,0.461806,111.738354,44087.161917,0.199676,0.027757,5,0.879406,0.8,0.055362,0.56324,4.384597,0,0,0,0,2,2,0.5,3,0.333282,0.624903,0.937879,0.586083,0.266667,0.800124,0.5,0.853121,0.87619,0.304348,0.87619,17,26.673532,1.573263,0.743769,0.863392,0.990424,0.855124,0.721078,0.969492,0.837052,0.978866,0.635622,0.860656,-0.707107,0.707107,141.675686,0.845326,130.115333,0.714751,-0.69938,178.829321,2.356194,34.518931,35.368978,0.059928,19.312571,0.013176,1.374391,1.262244,0.918403,9964,9.206734,0.068258,5.186432,-2.814609,Complex
0.329368,0.141253,0.553116,4.804339,1.48944,0.805567,-0.942,149.616176,1.48944,0.785398,5.560206,0,0.435581,0.25,0.8125,0.015888,49.211871,191.48374,12.908238,11.342525,0.670683,298.394749,326116.88928,0.229671,0.025187,5,0.743058,1,0.259467,0.708713,10.626603,0,0,0,0,2,2,0.5,3,0.243017,0.563845,0.969576,0.54669,0.212845,0.875845,0.49384,0.903328,0.792308,0.24552,0.944954,32,35.484728,1.617036,0.729195,0.88974,0.994054,0.88445,0.70713,0.96974,0.862817,0.975541,0.618416,0.83871,0,-1,168.668314,0.898833,154.253039,0.6807,-0.732563,203.978369,0,25.767062,24.907248,0.113435,16.324742,0,1.322362,1.209346,0.914535,13860,9.536762,0,5.318014,-2.176525,Complex
0.31236,0.154086,0.534812,1.948989,1.480817,0.852693,-0.902507,169.452058,1.480817,0.325323,2.111299,0,0.342075,0.125,0.823529,0.008712,52.236895,207.365617,9.518006,9.320954,0.700878,723.668429,2027058.110369,0.202431,0.025946,4,0.899883,0.5,1.514492,0.721684,25.77051,0,0,0,0,2,2,0.5,3,0.200893,0.551583,0.98287,0.542135,0.182106,0.906481,0.5,0.92228,0.777778,0.190906,0.868217,13,43.370689,1.658514,0.732151,0.897235,0.9975,0.894992,0.720877,0.984602,0.883419,0.98707,0.60295,0.911392,-1,0,184.447825,0.904523,176.819117,0.639071,-0.769148,220.736729,4.712389,42.573399,44.83078,0.119124,23.903697,0.021348,1.248376,1.196743,0.95864,16530,9.712932,0.110689,5.396971,-2.127587,Complex
0.170495,0.154975,0.660993,4.318474,1.670565,0.775341,-0.114254,122.800651,1.670565,0.785398,5.067911,0.017568,0.385941,0.125,0.470588,0.008875,19.289868,166.697957,8.490223,9.845036,0.76423,683.191707,1938833.097113,0.229694,0.019889,5,0.595578,1,0.296156,0.573102,3.382853,0,0,0,0,2,2,0.5,3,0.528746,0.606144,0.874976,0.530362,0.417468,0.789543,0.478577,0.90236,0.304688,0.2617,0.992248,9,30.969282,1.55435,0.856012,0.878353,0.994038,0.873116,0.832966,0.973077,0.854705,0.978914,0.643356,0.513158,0.707107,0.707107,134.766465,0.293589,129.247824,0.998083,-0.061897,179.229726,2.356194,29.833483,30.713818,0.491809,15.87617,0.013146,1.386714,1.329928,0.95905,5031,8.523374,0.078978,5.188668,-0.709664,Complex
0.103272,0.027038,0.45486,4.994572,1.729922,0.849331,1.627877,245.399674,1.729922,0.325323,12.03196,0.013937,0.377234,0.25,0.727273,0.008859,21.070115,286.14632,7.993855,2.758469,0.985128,10503.057165,441968629.243413,0.241898,0.033223,4,0.605104,1,0.287212,0.711885,6.119596,0,0,0,0,2,2,0.5,3,0.532556,0.56606,0.92208,0.521953,0.451603,0.847993,0.480015,0.919652,0.171429,0.160765,0.456522,3,48.757165,1.766826,0.900529,0.907344,0.98326,0.892155,0.885273,0.983059,0.891973,0.999795,0.565987,0.991903,-1,0,248.573933,1.401018,243.03292,-0.016459,0.999865,290.942953,1.570796,13.652183,17.45748,0.61562,7.690749,0.005399,1.197134,1.170448,0.977709,10290,9.238928,0.115058,5.673127,-0.485126,Complex
0.092275,0.042689,0.480296,9.076767,1.757803,0.872963,-0.05919,405.710488,1.757803,0.785398,18.397948,0,0.358321,0.25,0.666667,0.007656,25.269363,464.620973,13.139752,3.929,0.9159,3085.412754,37770080.158543,0.289399,0.025917,4,0.608488,1,0.063729,0.770096,12.830092,0,0,0,0,2,2,0.5,3,0.506638,0.532504,0.982303,0.52308,0.475713,0.938961,0.5,0.955876,0.150617,0.1428,1,5,57.509245,1.818218,0.910321,0.914943,0.99735,0.912518,0.902904,0.991853,0.907489,0.994489,0.549989,0.484127,0,1,404.624517,0.151334,400.604543,0.998491,-0.054917,459.654993,1.570796,11.170811,12.930388,0.634064,5.994774,0.003417,1.147403,1.136004,0.990065,24400,10.102338,0.140616,6.130476,-0.455605,Complex
0.180885,0.086134,0.552866,5.486149,1.623776,0.839758,2.964367,204.198433,1.623776,0.785398,9.118288,0,0.263825,0.125,0.583333,-0.006295,31.106652,242.68479,7.850279,4.777893,0.821282,1459.287341,8667271.479061,0.306345,0.021549,5,0.371098,1,0.228502,0.679103,6.278001,0,0,0,0,2,2,0.5,3,0.375361,0.61551,0.906776,0.558129,0.272006,0.724652,0.44603,0.799152,0.282828,0.17029,0.980198,2,42.562635,1.66953,0.828517,0.902407,0.987179,0.890838,0.816629,0.985651,0.889459,0.998452,0.598971,0.658824,0,-1,209.618701,0.270436,203.796467,-0.991185,0.132485,248.6686,1.570796,11.105252,4.675385,0.514962,8.676017,0.006317,1.220181,1.18629,0.972225,11312,9.333619,0.141446,5.516121,-0.663662,Complex
0.165456,0.045588,0.607663,10.108196,1.613233,0.774416,1.498109,206.545395,1.613233,0.785398,17.228313,0,0.440121,0.176208,0.75,-0.008275,31.567316,266.119577,13.740973,6.29078,0.964823,5289.146079,112667599.000844,0.214754,0.043183,4,0.918219,1,0.393479,0.545486,3.172467,0,0,0,0,2,2,0.5,3,0.536353,0.585264,0.935225,0.547353,0.451651,0.842078,0.492837,0.900401,0.289855,0.264783,0.526316,7,30.991899,1.647644,0.850881,0.866361,0.992854,0.86017,0.839065,0.986113,0.85433,0.993211,0.606927,0.995192,-0.707107,-0.707107,215.520301,1.288673,206.08736,0.029114,0.999576,274.114263,1.570796,10.589747,8.014509,0.503274,7.389399,0.00573,1.330088,1.271872,0.956232,12420,9.427063,0.148332,5.613545,-0.68662,Complex
0.111098,0.045968,0.662423,8.701525,1.707138,0.808467,-0.084544,296.057427,1.707138,0.785398,17.085722,0,0.359723,0.25,0.583333,0.016008,22.812665,366.196002,10.212957,4.496239,0.953977,4115.439974,68353007.376406,0.358659,0.02077,5,0.353455,1,0.005981,0.710503,7.545919,0,0,0,0,2,2,0.5,3,0.543324,0.568429,0.918071,0.521858,0.465804,0.857323,0.487327,0.93383,0.19322,0.183514,1,3,43.178987,1.715144,0.892158,0.896614,0.997296,0.894189,0.881181,0.987696,0.885582,0.990375,0.583041,0.448819,0,-1,300.45632,0.190868,296.057427,0.996428,-0.084443,365.158063,-1.460139,11.391807,6.797853,0.59453,7.786567,-0.003999,1.233403,1.215345,0.985359,16815,9.730027,-0.128174,5.90033,-0.519984,Complex
0.121316,0.066474,0.745391,14.653294,1.67419,0.746142,1.538549,279.145124,1.67419,1.570796,23.630063,0,0.93679,1.125,0.2,-0.09149,28.81348,375.553412,13.226816,5.58683,0.997889,19597.736468,1539050860.750424,0.307141,0.027508,6,0.473439,1,0.261272,0.597905,4.121928,0,0,0,0,2,2,0.5,3,0.573471,0.582253,0.924638,0.538373,0.486591,0.848502,0.494043,0.917659,0.22695,0.223248,0.474074,9,36.197686,1.602448,0.884514,0.886637,0.99549,0.882639,0.872414,0.98632,0.874508,0.990788,0.624045,0.952703,0,-1,289.17123,1.347626,280.215988,0.039255,0.999229,378.928754,3.926991,19.476647,24.459149,0.562228,12.671058,0.010363,1.352274,1.310396,0.969031,18048,9.80079,0.201626,5.937348,-0.575848,Complex
0.121297,0.035828,0.622573,11.606549,1.726911,0.838368,3.084863,405.652561,1.726911,0.785398,21.921211,0.004202,0.356196,0.25,0.75,-0.010244,38.522867,476.217686,13.614399,3.81017,0.974027,9940.080479,396582230.583049,0.309091,0.032981,5,0.592704,1,0.278313,0.720749,6.512326,0,0,0,0,2,2,0.5,3,0.517527,0.581471,0.896415,0.521239,0.406295,0.785069,0.456495,0.875787,0.175309,0.155851,0.985401,4,47.732292,1.736718,0.885304,0.89969,0.987443,0.888393,0.866262,0.978491,0.880338,0.990934,0.575799,0.529851,0.894427,-0.447214,407.237032,0.175241,395.248023,-0.999372,0.035421,479.833928,2.677945,8.763205,4.11574,0.610157,6.364783,0.005581,1.214007,1.178267,0.97056,28471,10.256641,0.30559,6.17344,-0.494039,Complex
0.136272,0.070732,0.677824,7.637494,1.650916,0.758909,1.519636,332.434956,1.650916,0.785398,11.103916,0.004831,0.507181,0.323792,0.454545,-0.014094,42.615497,433.5489,18.536517,5.215939,1,3.1579159174315968E17,3.988973176627128E35,0.22333,0.040652,5,0.758232,1,0.351361,0.507135,3.107373,0,0,0,0,2,2,0.5,3,0.569614,0.574928,0.951352,0.546958,0.493179,0.865812,0.497779,0.910087,0.256024,0.2537,0.494186,8,33.129747,1.652719,0.875007,0.876702,0.993931,0.871381,0.860483,0.9834,0.862149,0.989405,0.605064,0.991045,1,0,337.152784,1.312869,323.024767,-0.012383,0.999923,433.832375,4.712389,15.4797,15.34435,0.527471,8.809639,0.010862,1.343031,1.286753,0.958096,28036,10.241245,0.304424,6.072658,-0.639662,Complex
0.343619,0.024352,0.558831,13.961326,1.414444,0.863713,2.342413,461.784582,1.414444,0.785398,32.252343,0,0.342346,0.25,0.75,-0.009967,158.368926,530.50632,15.186603,3.553427,0.863351,2149.662475,18729989.685278,0.301019,0.030661,4,0.683825,0.75,0.586263,0.777203,19.603419,0,0,0,0,2,2,0.5,3,0.171312,0.613931,0.941382,0.577943,0.120807,0.705189,0.432937,0.7491,0.964497,0.146353,0.89071,9,48.45463,1.785927,0.720162,0.910081,0.990035,0.901012,0.632086,0.877699,0.798777,0.886534,0.559933,0.960227,1,0,465.353629,0.803633,453.962554,-0.707107,0.707107,530.56638,3.926991,8.459827,5.36816,0.018235,6.103633,0.007402,1.168745,1.140136,0.975522,108205,11.591783,0.464193,6.273945,-4.004409,Complex
0.14467,0.026596,0.736283,12.063453,1.639853,0.75822,-0.036387,467.309319,1.639853,0.785398,29.53029,0.020478,0.409508,0.198792,0.727273,0.01048,51.944743,615.345387,21.726913,4.690181,0.934541,5716.315969,132134520.117322,0.312054,0.032388,5,0.524238,1,0.204771,0.574722,4.578549,0,0,0,0,2,2,0.5,3,0.564447,0.577234,0.912219,0.526564,0.456004,0.807877,0.466334,0.885617,0.254818,0.2503,0.997863,5,32.708962,1.622377,0.864269,0.869352,0.988676,0.859507,0.853678,0.987745,0.858698,0.999059,0.616379,0.452471,0,1,481.92323,0.249508,466.567251,0.998784,-0.049296,622.821034,-4.712389,10.311541,8.91657,0.53589,8.277097,-0.007566,1.334901,1.292366,0.968136,55573,10.925453,-0.457001,6.434259,-0.623826,Complex
0.199483,0.003715,0.355749,2.55296,1.627378,0.930844,0.167518,485.800371,1.627378,0.008951,2.4092,0.044178,0.698705,0.031416,0.666667,-0.010571,73.935814,521.89222,27.023903,1.423127,1.550475,971.739148,3828019.730509,0.072071,0.057609,3,0.643487,0.666667,0.288474,0.808898,14.792223,0,0,0,0,2,2,0.5,3,0.365795,0.756006,0.866245,0.654887,0.204952,0.560291,0.423584,0.646805,0.26096,0.123483,1,0,45.371149,1.910077,0.825211,0.915925,0.992847,0.909374,0.740205,0.896989,0.821575,0.903451,0.523539,0.739645,0.83205,-0.5547,495.041412,0.255267,485.800371,0.986002,0.166735,521.098031,0.197396,2.679094,0.416974,0.530131,2.679094,0.000379,1.072659,1.052635,0.981333,59875,11.000014,0.07368,6.255938,-0.634632,Curve
0.285626,0.005047,0.456314,3.846399,1.415781,0.878307,2.309128,390.755678,1.415781,0.02887,5.720344,0,0.622329,0.060559,0.4,0.009522,111.366729,444.896339,27.176808,2.423004,0.091047,1132.023833,5177759.246465,0.068634,0.046221,4,0.451482,0.75,1.442473,0.679064,22.12,0,0,0,0,1,1,0,4,0.261956,0.763694,0.888727,0.678716,0.13533,0.516612,0.394533,0.581294,0.910035,0.174338,1,0,33.197567,1.827407,0.736419,0.89513,0.993293,0.889127,0.631396,0.857387,0.767473,0.863176,0.547223,1,-0.928477,0.371391,390.755678,0.832465,390.755678,-0.673055,0.739593,444.780632,-0.380506,3.907701,0.929142,0.047067,3.530452,-0.000855,1.138258,1.138258,1,76007,11.238581,-0.097373,6.097581,-3.05619,Curve
0.12992,0.010228,0.509437,3.332079,1.651894,0.884895,-0.242309,454.270844,1.651894,0.143275,14.008311,0,0.486698,0.073792,0.75,0.012728,50.437916,513.361096,30.676649,1.947171,0.441376,1755.980081,12333490.115653,0.093169,0.043177,5,0.287816,1,2.043802,0.762163,29.793566,0,0,0,0,1,1,0,4,0.525983,0.773855,0.878221,0.679616,0.294369,0.559654,0.433091,0.637258,0.247166,0.160336,1,0,35.526407,1.846168,0.861592,0.904705,0.991808,0.897293,0.765701,0.888705,0.804015,0.896045,0.541662,0.536946,0,-1,454.270844,0.242309,454.270844,0.970786,-0.239945,512.942365,-0.291457,4.369926,1.000376,0.543089,4.369926,-0.000568,1.129155,1.129155,1,48069,10.780393,-0.066696,6.240163,-0.610482,Curve
0.210456,0.00863,0.322452,4.171063,1.545145,0.934104,1.941558,400.192454,1.545145,0.088144,10.21418,0,0.479632,0.022584,0.4,0.005246,76.953565,428.423724,20.096449,1.720214,0.979073,134764.921565,72646294823.51856,0.064948,0,1,0,0,183.469414,0.810759,2693,0,0,0,0,2,2,0.5,5,0.274516,0.773665,0.913173,0.70649,0.136784,0.498272,0.385496,0.545649,0.381081,0.119636,0.824561,3,45.582032,1.885895,0.79057,0.917271,0.997468,0.914948,0.730252,0.923704,0.847287,0.926049,0.530252,0.991957,-0.8,0.6,400.192454,1.200034,400.192454,-0.362326,0.932052,428.115421,-0.055499,3.71791,0.67757,0.414636,3.71791,-0.00013,1.069774,1.069774,1,54085,10.898312,-0.014927,6.059393,-0.880354,Curve
0.260151,0.004886,0.472908,2.866099,1.535129,0.888998,0.24798,484.830898,1.535129,0.013238,2.709059,0.046025,0.498022,0.031416,0.666667,-0.0168,105.437647,545.368006,31.754289,1.628388,0.621826,6499.115975,168604322.031418,0.068647,0.043193,4,0.330548,0.75,1.71959,0.808421,28.011969,0,0,0,0,2,2,0.5,3,0.343424,0.784525,0.899747,0.705874,0.189579,0.552028,0.433079,0.613537,0.374468,0.156073,1,1,36.199544,1.85944,0.784891,0.91055,0.988535,0.900111,0.724435,0.922975,0.840415,0.93368,0.537796,0.755365,0.707107,-0.707107,501.872494,0.358304,484.830898,0.96941,0.245446,544.464949,0.197396,3.338988,0.63175,0.427094,3.338988,0.000363,1.123,1.084867,0.966044,82720,11.323217,0.059118,6.299804,-0.850751,Curve
0.316907,0.008555,0.450795,2.465175,1.429627,0.86288,2.538583,499.009018,1.429627,0.125812,14.705829,0,0.667101,0.25,0.5,0.03845,160.913618,576.995069,54.898529,3.032771,0.057266,326.097822,457814.79652,0.092065,0.05978,4,0.557148,0.5,0.302701,0.667791,3.486298,0,0,0,0,2,2,0.5,5,0.290647,0.651923,0.900886,0.587308,0.22018,0.757549,0.493864,0.840894,0.749386,0.22522,0.990268,0,30.919904,1.830532,0.741719,0.869514,0.992184,0.862718,0.729216,0.983144,0.854857,0.990889,0.546289,0.927052,-1,0,511.806604,0.638421,497.877495,-0.825504,0.564396,575.899705,-1.570796,5.031046,1.518284,0.146977,4.594419,-0.002728,1.15671,1.125229,0.972784,125355,11.738905,-0.312221,6.355934,-1.917478,Curve
0.223159,0.004805,0.473349,2.394342,1.591475,0.893454,0.178093,558.838975,1.591475,0.009083,1.890058,0.066116,0.573,0.051208,0.5,0.005019,94.390636,625.481532,35.549468,1.875117,0.969622,882.983577,3326024.806838,0.112557,0.044716,3,0.511177,0.666667,0.039291,0.68682,9.199978,0,0,0,0,2,2,0,4,0.412419,0.758376,0.884724,0.670953,0.215208,0.521818,0.395735,0.589809,0.294545,0.158264,1,0,36.225157,1.844585,0.81022,0.90012,0.99505,0.895665,0.663684,0.819141,0.737325,0.823216,0.542127,0.72,0.707107,-0.707107,573.362015,0.286445,558.838975,0.984183,0.177153,625.192928,-0.321751,3.6993,0.716717,0.498953,3.6993,-0.000515,1.118735,1.090398,0.97467,89100,11.397515,-0.086976,6.43806,-0.695243,Curve
0.2379,0.004464,0.425574,2.877376,1.581516,0.903349,0.226472,458.713418,1.581516,0.013244,2.966806,0.036634,0.338695,0.044487,1,0.006159,87.246936,507.79207,30.194187,1.257711,2.185853,522.275494,1180130.742867,0.097134,0.045818,3,0.308064,1,0.076863,0.728705,7.999226,0,0,0,0,2,2,0.5,3,0.383423,0.673381,0.90826,0.611605,0.234995,0.612886,0.412706,0.674792,0.315436,0.172083,1,0,36.982891,1.861731,0.803888,0.883103,0.99611,0.879668,0.71219,0.885932,0.78237,0.889392,0.537135,0.787709,0.8,-0.6,468.710998,0.305558,458.713418,0.974465,0.224541,506.779318,-0.426951,2.913072,0.804585,0.479841,2.913072,-0.000842,1.104784,1.081219,0.97867,63027,11.051318,-0.146564,6.228076,-0.734301,Curve
0.148275,0.006293,0.444854,3.257001,1.677861,0.892318,-0.037877,475.34093,1.677861,0.029381,4.669178,0.119089,0.426305,0.102416,0.666667,0.022142,43.08095,532.703748,30.63367,1.499945,0.021047,718.239711,2169957.291929,0.06765,0.052474,3,0.470394,0.666667,0.189526,0.760577,11.063155,0,0,0,0,2,2,0.5,5,0.598816,0.728306,0.902878,0.657571,0.342061,0.57123,0.41603,0.632676,0.202105,0.168783,1,0,35.510432,1.848508,0.862265,0.89379,0.993607,0.888076,0.75318,0.87349,0.780717,0.879111,0.540977,0.457143,0.447214,-0.894427,484.603962,0.199419,475.34093,0.999283,-0.037868,531.680997,-0.643501,3.54884,0.958912,0.585979,3.193204,-0.00121,1.118526,1.097145,0.980885,45600,10.727663,-0.181327,6.276044,-0.534471,Curve
0.189088,0.007388,0.638036,3.846126,1.538822,0.757657,-0.075458,291.83043,1.538822,0.041366,5.598783,0.143959,0.418352,0.065784,0.666667,0.023256,37.287764,385.174712,27.558936,2.396133,0.286646,546.400706,1288963.491188,0.083826,0.03798,5,0.189161,1,0.325353,0.554886,6.472254,0,0,0,0,2,2,0.5,3,0.624202,0.783178,0.894332,0.700421,0.335507,0.537498,0.420956,0.601005,0.33677,0.279901,1,1,23.18551,1.667911,0.825754,0.880713,0.988374,0.870474,0.780481,0.945173,0.832426,0.956291,0.599553,0.449541,0.196116,-0.980581,307.058626,0.32484,291.83043,0.997154,-0.075386,384.241604,-0.41333,4.343781,1.36784,0.460558,3.942049,-0.001076,1.316661,1.251362,0.950406,28518,10.258291,-0.095155,5.951272,-0.775316,Curve
0.187148,0.008615,0.388115,3.913803,1.603863,0.802985,-0.05528,253.387056,1.603863,0.052213,6.060422,0,0.529831,0.125,0.666667,0.035612,40.655097,316.946784,29.78175,5.5809,1.345481,149.105912,97206.83326,0.084906,0.040905,4,0.601838,1,0.45606,0.631569,2.95729,0,0,0,0,1,1,0,4,0.573923,0.61119,0.908603,0.555329,0.461649,0.804374,0.491626,0.885287,0.334646,0.31273,0.992188,1,25.625959,1.73192,0.83112,0.842961,0.992248,0.836426,0.818881,0.985274,0.830548,0.992972,0.577394,0.518293,0,1,261.839646,0.326581,248.394847,0.99841,-0.056362,315.177757,1.735945,6.996561,5.758866,0.458817,3.854968,0.005508,1.268858,1.203705,0.948653,20832,9.944246,0.248114,5.753137,-0.779104,Curve
0.32614,0.047815,0.533412,3.592323,1.448903,0.789569,-0.473647,223.617978,1.448903,0.325323,6.803814,0.012121,0.54985,0.25,0.615385,-0.018174,70.311843,282.931873,20.115383,8.033717,0.533274,313.897095,374654.81711,0.145153,0.033404,4,0.847812,1,0.093507,0.711912,7.379338,0,0,0,0,2,2,0.5,5,0.321005,0.660531,0.883819,0.58379,0.232406,0.723995,0.478221,0.819166,0.603865,0.251619,1,4,29.541818,1.706077,0.746013,0.885187,0.981279,0.868615,0.728691,0.976781,0.864633,0.995416,0.58614,0.718391,0,-1,240.958503,0.545402,222.467975,0.925976,-0.377582,287.402653,-1.570796,16.969013,18.90089,0.239996,12.758229,-0.005465,1.291883,1.192748,0.923263,25750,10.15619,-0.092569,5.660884,-1.427131,Curve
