@relation PaleoTrain

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute label {Line,Arc,Ellipse,Circle,Curve,Helix,Spiral,Complex,Polyline}

@data
0.164623,0.019648,0.278826,5.079515,1.564851,0.296466,1.394087,398.200954,1.564851,0.162661,8.278607,0.077168,0.994662,5.5,1,-0.12831,48.176362,1311.341102,20.94224,5.765887,0.940217,405.301126,720934.087688,0.592916,0,1,0,0,0.058666,0.285602,7.926987,0.114829,0.75,0.741534,3.101048,2,2,0,7,0.638212,0.854573,0.735183,0.628268,0.306151,0.479701,0.40994,0.652492,0.320611,0.233389,0.143182,19,24.114676,0.660932,0.841022,0.889048,0.853319,0.758642,0.736486,0.875703,0.778542,1.026231,1.513014,0.503201,-0.5547,-0.83205,412.704495,1.26054,388.495817,0.13385,0.991002,1312.024543,35.705462,37.421702,13.051713,0.475141,22.960409,0.027214,3.377191,3.17909,0.941341,49518,10.810092,0.954138,7.179327,-0.744143,Helix
0.041867,0.02219,0.409561,6.062973,1.740413,0.275084,-0.030685,619.291531,1.740413,0.261362,11.778538,0.034144,0.989801,11.189441,1,-0.176889,15.132695,2178.354731,19.024321,5.794803,0.988038,1451.849741,8607427.550201,0.378127,0.033252,3,6.077984,0,0.230627,0.292682,11.77321,0.030038,0.8,0.908425,3.863016,2,2,0,7,0.876069,1.218878,0.955436,1.164559,0.482406,0.550649,0.671174,0.576333,0.155089,0.067851,0.522804,25,35.680452,0.625657,0.95308,0.988793,0.983436,0.972415,0.903418,0.947893,0.93727,0.963859,1.598319,0.061342,-0.707107,0.707107,626.400032,0.153863,599.23034,0.991272,0.131836,2167.215307,70.332844,70.507566,28.490402,0.631535,29.582918,0.032453,3.616665,3.459794,0.956626,59424,10.992453,0.997522,7.681198,-0.459602,Helix
0.341454,0.04418,0.475202,6.534943,1.383492,0.414176,-0.663679,465.894838,1.383492,0.785398,17.777303,0.034307,0.978324,8.142612,1,-0.228428,156.653343,1099.162691,12.570369,3.982085,0.98347,748.117297,2331923.641769,0.352868,0.031238,2,5.364124,0,0.145613,0.428893,11.458394,0.056817,0.428571,0.68223,4.605882,2,2,0.5,6,0.210143,0.913951,0.887179,0.810839,0.110938,0.527915,0.482488,0.595049,0.869681,0.130506,0.642735,45,39.046178,0.90591,0.71438,0.954471,0.962314,0.918501,0.665152,0.931091,0.888699,0.967553,1.103862,0.402214,-1,0,494.54019,0.722444,453.485391,0.811493,-0.584363,1091.008445,52.819073,54.607906,39.294811,0.062954,15.564118,0.048413,2.405829,2.206107,0.916984,121317,11.706162,0.967242,6.994858,-2.765352,Helix
0.061626,0.023563,0.355032,5.434405,1.709528,0.274812,-0.053898,519.75475,1.709528,0.230038,9.762807,0.034682,0.998401,8.968584,1,-0.149789,21.393358,1768.619691,24.755511,7.306623,0.964045,508.292322,1062126.96196,0.44339,0.060035,4,7.320692,0,0.233616,0.285478,9.099097,0.045783,0.571429,0.854646,3.289295,2,2,0,10,0.814957,0.908543,0.868229,0.788824,0.417466,0.512255,0.465406,0.59,0.181118,0.162011,0.544025,23,32.661478,0.644315,0.929485,0.943458,0.973682,0.918628,0.864783,0.930389,0.877783,0.955537,1.552035,0.074485,-0.707107,0.707107,527.443836,0.179175,489.065435,0.999866,-0.016358,1755.721407,55.905167,56.805705,21.020662,0.606223,29.877758,0.031842,3.589952,3.328736,0.927237,48786,10.795199,0.984147,7.470635,-0.500507,Helix
0.048774,0.038577,0.769819,5.461546,1.824488,0.346031,-0.020322,738.152423,1.824488,0.342178,8.870069,0.036991,0.9964,16.573792,1,-0.208039,20.268771,2075.540674,16.883306,5.292839,0.993512,1839.323549,13568913.494307,0.284413,0,1,0,0,0.215768,0.384194,18.459741,0.013454,0.6,0.975455,3.475898,2,2,0,10,0.813389,0.859156,0.938853,0.806621,0.456955,0.561792,0.482667,0.598381,0.098916,0.093628,0.598055,51,54.321298,0.740388,0.951202,0.955705,0.965179,0.922426,0.919506,0.966678,0.923859,1.001553,1.350644,0.051445,-0.447214,0.894427,740.606508,0.098728,718.201225,0.99972,0.02367,2064.514612,104.136205,106.786892,55.989306,0.68667,34.558406,0.050441,2.874563,2.7876,0.969747,53801,10.893047,0.975178,7.63265,-0.375901,Helix
0.335487,0.035315,0.456891,6.819558,1.405716,0.35885,0.759828,553.138319,1.405716,0.55536,15.725844,0.01058,0.992973,11.562167,1,-0.230281,184.846143,1523.242028,14.687937,4.103562,0.990679,1375.217955,7587568.240997,0.321566,0,1,0,0,0.195046,0.323089,17.680392,0.02708,0.4,0.740421,3.351635,2,2,0,10,0.191758,0.873324,0.832685,0.727204,0.092996,0.484965,0.423532,0.582411,0.970516,0.115383,0.50185,21,43.213961,0.757732,0.719582,0.935442,0.921707,0.862203,0.638331,0.887085,0.829816,0.962437,1.319727,0.353309,-0.980581,0.196116,565.014159,0.774135,545.952379,0.696031,0.718011,1508.927413,72.464127,72.637604,42.649807,0.011264,18.689887,0.048024,2.763844,2.670601,0.966263,159580,11.980301,0.997612,7.319154,-4.486179,Helix
0.112312,0.030439,0.317317,5.514496,1.65914,0.345278,-0.0295,305.132758,1.65914,0.325323,10.687851,0.049567,0.994543,5.656416,1,-0.199931,22.501561,843.917197,16.662145,4.709403,0.951616,303.387257,386011.026108,0.418493,0.092232,4,5.489599,0,0.305188,0.316122,5.268067,0.11162,0.5,0.813815,3.245647,1,1,0,5,0.807242,0.830846,0.765701,0.63618,0.415708,0.514973,0.427864,0.672552,0.219672,0.213304,0.623722,11,26.498636,0.775321,0.888645,0.893041,0.848966,0.758162,0.826305,0.929848,0.830393,1.095272,1.289788,0.112985,0,-1,312.272317,0.216238,291.386341,0.998674,0.051478,847.114839,37.111109,39.691346,22.368083,0.569161,14.921166,0.043809,2.907188,2.712744,0.933116,20435,9.925004,0.934992,6.741836,-0.563593,Helix
0.052421,0.026909,0.373007,6.391598,1.732351,0.288842,0.081531,515.713099,1.732351,0.342178,12.716124,0.035493,0.986848,10.154499,1,-0.186744,16.266736,1746.909009,18.191411,5.241988,0.976582,714.945595,2152837.885681,0.432094,0.0349,3,6.227001,0,0.235748,0.321998,11.749779,0.036001,0.555556,0.909028,4.007681,2,2,0,10,0.874434,0.89905,0.84103,0.756128,0.447931,0.512253,0.460541,0.609078,0.163107,0.158587,0.502439,28,33.709805,0.642929,0.942601,0.946117,0.965673,0.91364,0.84933,0.901049,0.852498,0.933079,1.555382,0.069884,-0.707107,0.707107,521.805519,0.161683,504.580023,0.992905,0.118911,1744.358706,64.080899,64.862113,28.150405,0.623715,24.178708,0.036736,3.457051,3.342929,0.966989,43260,10.674984,0.987956,7.464142,-0.472062,Helix
0.093781,0.025643,0.327227,7.56806,1.684252,0.316339,0.093783,405.783193,1.684252,0.55536,21.657727,0.038019,0.992011,7.382573,1,-0.215003,25.913187,1256.733422,15.639025,4.358014,0.971914,603.359755,1528523.496424,0.399874,0.046581,3,4.912825,0,0.238925,0.300888,7.296953,0.064081,0.333333,0.855579,3.422647,2,2,0,10,0.821324,0.821324,0.940451,0.772415,0.46255,0.563177,0.46255,0.598837,0.200495,0.200495,0.560333,20,29.455257,0.707992,0.917276,0.917276,0.980115,0.899036,0.87652,0.955569,0.87652,0.974956,1.412444,0.092255,-0.6,0.8,412.040047,0.197872,397.55377,0.988546,0.150923,1250.190986,46.32095,46.32095,24.159305,0.587527,16.999527,0.037051,3.144709,3.034149,0.964843,32724,10.395864,1,7.131052,-0.531834,Helix
0.229933,0.019663,0.28296,4.034967,1.536595,0.389649,1.319536,386.124332,1.536595,0.186079,9.46338,0.003817,0.96808,3.401284,1,-0.260072,73.741776,990.953504,24.276297,2.839245,0.910326,343.295608,541548.45552,0.496013,0,1,0,0,0.065842,0.319174,5.866423,0.288832,1,0.718068,2.79146,2,2,0,10,0.57238,0.73788,0.760172,0.560916,0.281141,0.491179,0.362431,0.646142,0.40107,0.295178,0.251678,5,21.919898,0.846622,0.800537,0.843519,0.953993,0.804711,0.774081,0.966952,0.815643,1.013585,1.181165,0.57362,-0.813733,0.581238,402.218846,1.193983,386.124332,0.248625,0.9686,987.476484,21.370899,22.466889,10.9803,0.408585,7.629491,0.021642,2.557405,2.455073,0.959986,55352,10.921468,0.951218,6.895153,-0.895055,Helix
0.131224,0.01181,0.248063,4.118049,1.522527,0.376975,0.394641,512.384621,1.522527,0.129221,10.941615,0.010543,0.993939,3.323792,1,-0.249071,63.890445,1358.802673,27.94054,3.096771,0.949983,850.258819,3188666.701865,0.565711,0.072139,17,0.414438,1,0.065148,0.52663,11.477825,0.302353,1,0.835138,2.683124,2,2,0,7,0.617248,0.787429,0.893624,0.703666,0.380585,0.616583,0.485516,0.68998,0.406186,0.305079,0.523758,2,23.65124,0.86917,0.865858,0.913213,0.993584,0.907354,0.828905,0.957322,0.874239,0.963503,1.150523,0.245943,-0.447214,0.894427,524.238495,0.389362,506.71195,0.919655,0.392728,1348.399171,20.884,20.991186,9.0138,0.396036,6.369137,0.015488,2.661076,2.57211,0.966568,96515,11.477454,0.994894,7.206673,-0.92625,Helix
0.298444,0.015595,0.24872,3.466804,1.423522,0.396532,0.946446,396.872776,1.423522,0.145489,9.32938,0,0.979679,3.382573,1,-0.237586,115.581841,999.734998,25.593518,3.102669,0.934805,485.355748,999297.251846,0.545814,0.094958,13,0.710385,1,0.1307,0.387651,6.723901,0.298769,0.5,0.671553,2.787727,2,2,0,7,0.386935,0.81544,0.822882,0.671011,0.184025,0.475597,0.387821,0.577965,0.793846,0.255498,0.383358,8,23.277895,0.869276,0.745322,0.877032,0.930922,0.816448,0.720731,0.967006,0.848095,1.038762,1.150383,0.557461,-0.857493,0.514496,414.956624,0.899819,396.426538,0.572616,0.819824,996.274989,21.159272,21.765042,8.432386,0.114421,8.512169,0.021238,2.513139,2.400914,0.955345,83850,11.336785,0.972168,6.904023,-2.167872,Helix
0.280244,0.012146,0.233601,3.633258,1.409337,0.391073,0.673305,543.641426,1.409337,0.104896,8.636202,0.017789,0.989007,3.489041,1,-0.231958,148.722533,1389.372109,34.439697,3.087005,0.941771,710.906254,2136831.880509,0.518973,0.077218,17,0.496892,1,0.315696,0.355164,5.832265,0.275147,1,0.596965,2.737289,2,2,0,10,0.365277,0.799926,0.721253,0.576949,0.165513,0.453117,0.36246,0.628235,0.774554,0.240567,0.46911,4,24.571604,0.850184,0.742907,0.876414,0.864579,0.757729,0.641354,0.863303,0.756611,0.998525,1.176216,0.43375,-0.496139,0.868243,566.668333,0.659031,543.346114,0.785871,0.61839,1384.056323,21.922292,22.060005,8.725503,0.126367,10.154992,0.015839,2.547283,2.442445,0.958843,155456,11.954118,0.993757,7.232774,-2.068564,Helix
0.268155,0.018804,0.24821,6.359208,1.412853,0.404005,0.715744,396.233517,1.412853,0.523599,27.845404,0.010417,0.978214,3.330707,1,-0.256687,104.062017,980.763495,26.0596,3.046581,0.896522,305.004768,449266.69379,0.524887,0,1,0,0,0.075409,0.361638,4.965701,0.310096,0.5,0.714872,2.759334,2,2,0,7,0.424489,0.818626,0.814057,0.666408,0.212211,0.499921,0.409249,0.614111,0.840256,0.282103,0.536878,4,22.011676,0.894222,0.761303,0.879265,0.942281,0.828515,0.636396,0.83593,0.735004,0.887134,1.11829,0.41746,-0.485643,0.874157,408.825146,0.69881,396.233517,0.754606,0.656179,978.03954,20.927451,21.31524,10.886551,0.086589,6.734828,0.021397,2.468341,2.392317,0.9692,82319,11.318357,0.981807,6.88555,-2.446588,Helix
0.28656,0.022974,0.305737,6.511015,1.414587,0.490868,0.766641,490.111212,1.414587,0.785398,34.186753,0,0.98966,3.301208,1,-0.241451,139.777247,998.458919,24.140284,2.714533,0.966402,1009.220675,4162277.882852,0.446294,0,1,0,0,0.105175,0.367138,15.14756,0.317797,0.5,0.627143,3.112751,2,2,0,7,0.310083,0.738266,0.842896,0.622282,0.158423,0.510904,0.377183,0.606129,0.955056,0.21357,0.602369,13,28.530975,1.036411,0.7434,0.873856,0.930641,0.813246,0.60573,0.81481,0.712026,0.875536,0.964869,0.521472,-0.316228,0.948683,492.276345,0.762414,490.111212,0.720245,0.69372,995.235612,20.742103,21.320654,10.415819,0.022984,7.186086,0.020841,2.030632,2.021701,0.995602,121040,11.703876,0.972864,6.90298,-3.772937,Helix
0.230065,0.021468,0.48169,4.357619,1.412764,0.402167,1.812362,355.31676,1.412764,0.300087,13.978276,0.080684,0.975603,2.5,1,-0.243771,74.017964,842.741816,43.19424,4.210027,0.753341,161.696753,134211.802182,0.631508,0.049954,2,2.629997,0,0.156638,0.353562,2.103839,0.452219,1,0.865082,1.970015,2,2,0.5,6,0.558085,0.824091,0.785501,0.647325,0.309318,0.554249,0.456751,0.705599,0.518732,0.337333,0.328467,4,19.929368,0.989016,0.790783,0.880023,0.958184,0.843224,0.712962,0.90159,0.79342,0.940936,1.011106,0.679061,0,-1,390.907918,1.092276,338.923295,-0.383568,0.923513,839.235143,15.707963,19.297365,9.603044,0.306878,8.630948,0.018717,2.47618,2.146887,0.867016,62460,11.042282,0.813995,6.732491,-1.181307,Helix
0.290201,0.014543,0.264272,3.370545,1.420113,0.498625,0.965846,425.516157,1.420113,0.107778,7.411209,0.00639,0.955939,2.281416,1,-0.281072,121.458284,853.379555,39.125138,2.749398,0.894278,410.702174,712460.054466,0.553635,0.074283,11,0.422578,1,0.059463,0.480944,5.415128,0.737465,1,0.780944,2.298139,2,2,0,7,0.464125,0.767761,0.788377,0.605285,0.257464,0.554729,0.425899,0.703634,0.788571,0.329204,0.536965,9,20.256544,1.116726,0.761175,0.85115,0.906755,0.771785,0.654926,0.860415,0.732343,0.948894,0.895475,0.631769,-0.196116,0.980581,445.73086,0.903063,421.57443,0.557434,0.830221,842.306525,14.334563,14.867067,6.903726,0.117665,4.965015,0.017018,1.998002,1.88972,0.945805,96600,11.478334,0.964182,6.736144,-2.139915,Helix
0.281686,0.014504,0.211433,3.650604,1.398968,0.457387,0.861276,363.792523,1.398968,0.089016,6.137318,0.021898,0.981309,2.304594,1,-0.281684,97.696454,795.371892,22.287781,2.542247,0.866107,297.021449,473000.400036,0.488484,0.078697,11,0.440444,1,0.225343,0.403603,4.001858,0.65086,1,0.747652,2.419241,2,2,0,7,0.4462,0.704519,0.862003,0.607297,0.277789,0.622565,0.438609,0.722231,0.981884,0.410002,0.530333,0,20.548526,1.041176,0.756967,0.863933,0.982982,0.84923,0.707048,0.934054,0.80696,0.950225,0.960452,0.572614,-0.336336,0.941742,386.803568,0.794539,363.792523,0.65147,0.758674,793.71476,14.480191,14.69931,6.699211,0.009141,4.41611,0.018244,2.181779,2.051984,0.94051,74796,11.22252,0.985093,6.676724,-4.695039,Helix
0.267295,0.022854,0.358993,7.90155,1.448336,0.422154,0.431139,550.363516,1.448336,0.785398,34.365406,0.035623,0.973084,3.269792,1,0.199304,132.87556,1303.702563,31.484684,3.386056,0.898432,440.376815,945713.989764,0.629012,0.058163,3,2.898099,0,0.141812,0.301116,5.334967,0.312383,1,0.785628,2.695633,2,2,0,10,0.428178,0.741518,0.727174,0.539212,0.212301,0.495823,0.367662,0.681849,0.572,0.274892,0.523013,3,22.966912,0.909606,0.754361,0.848574,0.965675,0.819447,0.607766,0.80567,0.683671,0.834308,1.099378,0.421829,0.822192,-0.56921,575.149546,0.52044,548.620999,0.909553,0.415587,1297.533663,-21.025897,21.627561,10.888713,0.264958,21.627561,-0.016205,2.365082,2.255994,0.953875,142714,11.868598,-0.972181,7.168221,-1.328184,Helix
0.219281,0.040894,0.314693,3.507315,1.531864,0.391104,1.323234,187.7232,1.531864,0.325323,7.955227,0.045437,0.996974,3.551208,1,-0.199564,34.052535,467.368197,12.486745,3.474455,0.893797,142.555731,92811.111111,0.53024,0.023515,2,2.611794,0.5,0.108683,0.328429,5.104143,0.281603,1,0.722614,2.622968,2,2,0,7,0.473035,0.781779,0.741306,0.579537,0.239466,0.506232,0.395762,0.682892,0.370166,0.210676,0.307339,6,27.813496,0.854658,0.805322,0.883933,0.984101,0.869879,0.756871,0.939836,0.830752,0.95502,1.170059,0.502778,-0.707107,0.707107,193.940713,1.218061,182.789496,0.306363,0.951915,463.9376,21.991149,23.284665,12.239085,0.432662,6.231391,0.047401,2.538098,2.392162,0.942502,12194,9.408699,0.944448,6.13975,-0.837797,Helix
0.139181,0.042957,0.445428,6.949794,1.721788,0.55807,1.554861,251.03187,1.721788,0.785398,18.283489,0.099387,0.974625,3.125,1,-0.20011,20.593532,449.821276,7.999208,2.300144,0.973486,711.534158,2082318.589097,0.481322,0,1,0,0,0.118529,0.523629,15.73414,0.376142,1,0.797319,4.199068,1,1,0,5,0.611541,0.777725,0.760378,0.591366,0.304791,0.498397,0.387616,0.65546,0.168675,0.132889,0.225806,10,40.423063,1.130347,0.873633,0.902101,0.996215,0.898687,0.725049,0.829924,0.748675,0.833077,0.884684,0.674797,-0.707107,0.707107,254.489685,1.405002,251.03187,0.015934,0.999873,447.144519,19.634954,20.342269,12.879506,0.619603,6.031371,0.043912,1.781226,1.757024,0.986413,10542,9.263123,0.965229,6.102882,-0.478676,Helix
0.134429,0.028116,0.425507,6.200047,1.731793,0.572702,1.493798,338.001479,1.731793,0.342128,12.168612,0.065657,0.982563,3.144792,1,-0.169673,28.829012,594.918173,12.609536,2.745028,0.955551,555.57532,1299411.510785,0.553205,0,1,0,0,0.251861,0.342207,13.034594,0.404644,1,0.783576,3.264932,2,2,0,7,0.545728,0.727863,0.76743,0.558584,0.253417,0.464365,0.337994,0.605091,0.173021,0.129675,0.234127,3,44.126473,1.15514,0.870063,0.903273,0.976746,0.882269,0.712365,0.818751,0.739555,0.838243,0.865696,0.695918,0,-1,346.066468,1.399472,340.711021,0.064571,0.997913,598.43128,22.579151,23.328979,14.996897,0.614074,7.948347,0.037731,1.756419,1.729238,0.984525,20119,9.90942,0.967859,6.394312,-0.48764,Helix
0.273717,0.023832,0.395715,6.800639,1.4526,0.442119,1.048172,356.602019,1.4526,0.342178,14.357813,0.004016,0.997228,3.272584,1,-0.163653,92.850764,806.574477,18.225713,4.294426,0.915679,307.168655,456416.100813,0.612295,0.059438,3,3.556052,0,0.234281,0.278418,5.91824,0.346766,0.5,0.680187,3.032456,2,2,0,10,0.395472,0.724036,0.829056,0.600266,0.209342,0.529346,0.383265,0.638492,0.619672,0.262694,0.458738,11,24.921867,0.934512,0.762908,0.862119,0.959482,0.827188,0.636349,0.83411,0.719102,0.869333,1.070078,0.505804,-0.447214,0.894427,360.513523,1.01896,351.899133,0.488776,0.872409,796.734635,20.420352,20.948252,10.870988,0.233561,11.537883,0.02563,2.264099,2.209999,0.976105,58023,10.968595,0.9748,6.680522,-1.45431,Helix
0.254447,0.019484,0.38591,7.662739,1.480182,0.44362,1.105934,368.057061,1.480182,0.261362,13.414058,0.003992,0.992573,3.223716,1,-0.170987,87.73043,829.667847,18.316839,3.797104,0.914886,334.055597,531671.339286,0.62067,0.0605,3,3.439647,0,0.179203,0.351864,6.341577,0.343399,0.5,0.70536,2.890548,2,2,0,7,0.398733,0.698675,0.820684,0.573391,0.212819,0.533738,0.37291,0.650358,0.522796,0.247122,0.433249,6,26.612542,0.93399,0.773355,0.859404,0.981218,0.843263,0.635582,0.821851,0.706302,0.837582,1.070675,0.513261,0,1,371.247896,1.089078,368.057061,0.4483,0.893883,824.163092,20.1541,20.797601,9.979865,0.30368,11.728604,0.024454,2.239226,2.219981,0.991405,56588,10.943552,0.969059,6.714368,-1.19178,Helix
0.173229,0.021876,0.329496,4.54117,1.654717,0.461528,1.4147,308.753947,1.654717,0.177925,8.133474,0.063158,0.98394,3.262219,1,-0.180974,38.371563,672.289292,12.50197,2.75126,0.951473,539.159726,1238804.919621,0.553837,0.136612,4,4.740277,0,0.159578,0.159962,14.092739,0.361608,0.5,0.72203,3.14574,2,2,0,10,0.564852,0.672667,0.751645,0.505607,0.319038,0.564817,0.379934,0.751442,0.245902,0.201943,0.247525,5,31.798714,0.943532,0.843411,0.86458,0.988747,0.854851,0.712528,0.844817,0.730412,0.854432,1.059847,0.559633,-0.447214,-0.894427,317,1.331938,308.734514,0.1328,0.991143,672.268627,22.478048,23.937847,16.733697,0.54654,9.010211,0.033436,2.177497,2.120721,0.973926,23100,10.047588,0.939017,6.510658,-0.604147,Helix
0.266655,0.018566,0.421664,4.424829,1.509193,0.384949,1.214746,387.290589,1.509193,0.162661,8.761102,0.030769,0.993679,4.091685,1,-0.176485,91.059577,1006.083866,17.95612,3.313439,0.934033,434.998206,854866.994139,0.539836,0,1,0,0,0.126713,0.25193,5.362678,0.226848,0.666667,0.672265,3.803909,2,2,0,10,0.373033,0.697262,0.816553,0.569351,0.212121,0.56864,0.396491,0.696391,0.432507,0.206937,0.359268,10,30.515551,0.800577,0.774469,0.869286,0.992003,0.862335,0.652902,0.843032,0.732836,0.849828,1.2491,0.446494,-0.316228,0.948683,395.497155,1.162584,387.290589,0.348575,0.937281,1002.031031,25.785588,26.297891,12.000798,0.377186,10.990209,0.025733,2.587285,2.533599,0.97925,56991,10.950649,0.980519,6.909784,-0.975016,Helix
0.297796,0.018237,0.415319,5.053418,1.429445,0.451316,0.851614,534.329486,1.429445,0.162661,8.919059,0,0.984544,4.262219,1,-0.144268,158.419171,1195.648747,18.447729,4.56882,0.966729,854.244971,3123000.818417,0.610209,0.055499,2,7.247855,0,0.057902,0.286992,12.096062,0.205768,0.333333,0.660804,3.317062,2,2,0,10,0.300758,0.738698,0.817664,0.604007,0.171998,0.571881,0.422447,0.699409,0.863081,0.20428,0.53003,13,29.660005,0.942527,0.74466,0.878364,0.957485,0.841021,0.698486,0.937993,0.8239,0.979642,1.060977,0.481743,1,0,533.548498,0.867659,532.90243,0.645522,0.763742,1191.520905,24.990844,30.788857,17.38329,0.082261,19.932447,0.020974,2.235908,2.233201,0.998789,140415,11.852358,0.811685,7.082986,-2.497861,Helix
0.276161,0.015602,0.35834,8.752876,1.437045,0.408679,2.132206,490.250956,1.437045,0.342178,21.931488,0.005666,0.996475,3.558781,1,0.134202,131.851178,1169.785614,40.131805,7.269691,0.92457,511.242774,1022306.955644,0.722757,0.035356,2,4.567245,0,0.057363,0.47504,8.467533,0.274209,0.5,0.70453,2.795949,2,2,0,7,0.337706,0.811676,0.856876,0.695506,0.199734,0.591444,0.480061,0.690233,0.669031,0.207717,0.328306,10,28.186735,0.906154,0.755998,0.902515,0.974866,0.879832,0.706134,0.934042,0.842987,0.958123,1.103565,0.667192,0.707107,-0.707107,508.107272,0.980064,478.066941,-0.485288,0.874355,1173.142148,-22.893655,23.711299,9.15213,0.194666,23.711299,-0.019515,2.453929,2.308847,0.940878,119426,11.690452,-0.965517,7.067441,-1.636468,Helix
0.167634,0.020994,0.340357,4.327421,1.665999,0.462722,1.424712,405.31716,1.665999,0.145489,6.930096,0.064646,0.989849,4.283024,1,-0.180947,48.604198,885.72306,14.548629,2.821997,0.974208,992.095495,4021989.142445,0.53499,0,1,0,0,0.303026,0.318936,18.707616,0.202232,0.333333,0.774323,3.270206,2,2,0,7,0.497262,0.801787,0.719852,0.577168,0.246201,0.495113,0.396975,0.687797,0.231527,0.140931,0.233831,9,37.450924,0.943228,0.843045,0.901518,0.859609,0.774953,0.712751,0.845449,0.762187,0.983526,1.06019,0.578348,1,0,416.515306,1.345617,409.843873,0.136637,0.990621,889.940453,24.752235,31.678921,23.217916,0.560219,15.469723,0.027813,2.171413,2.136633,0.983983,37758,10.538953,0.781347,6.791155,-0.579428,Helix
0.278294,0.028679,0.315192,6.510155,1.418266,0.357654,0.71531,454.370994,1.418266,0.261362,9.113502,0,0.994915,4.387219,1,-0.081938,124.979847,1250.565197,24.105107,8.846346,0.931034,438.039793,862010.30567,0.848618,0,1,0,0,0.099495,0.34367,6.565821,0.186176,0.666667,0.704988,3.13283,2,2,0,7,0.35543,0.854758,0.86758,0.74157,0.175992,0.495153,0.423236,0.570729,0.864789,0.224287,0.418139,21,25.455745,0.788589,0.750007,0.902201,0.96955,0.874729,0.621558,0.828736,0.747686,0.854764,1.268088,0.408788,-0.447214,-0.894427,469.33357,0.713017,447.269494,0.735574,0.677444,1252.403915,29.239586,37.826271,17.174458,0.072381,27.795682,0.023347,2.80011,2.668473,0.952988,108985,11.598966,0.772997,7.13282,-2.625813,Helix
0.24721,0.076954,0.411926,12.569808,1.415404,0.407912,0.767856,362.801599,1.415404,1.570796,20.412258,0,0.97946,2.314441,0.972973,-0.058227,87.681552,875.40808,27.998712,10.645857,0.807112,229.239003,300612.148596,1.196436,0,1,0,0,0.179301,0.314046,4.170394,0.655515,1,0.602538,2.808769,2,2,0,7,0.481395,0.782286,0.844963,0.661003,0.234167,0.486434,0.380531,0.575687,0.921147,0.364548,0.522472,14,19.556668,0.931284,0.76643,0.865344,0.981774,0.849572,0.663118,0.865203,0.748699,0.881265,1.073786,0.448517,-0.447214,-0.894427,374.300681,0.749497,352.150536,0.701405,0.712763,872.216915,16.617716,49.011569,58.06084,0.035901,30.479331,0.019052,2.47683,2.330257,0.940823,69870,11.154392,0.339057,6.771038,-3.326979,Helix
0.218026,0.022325,0.391093,7.450707,1.520673,0.476123,1.419989,412.683898,1.520673,0.342128,15.324634,0.096085,0.968927,2.281416,1,-0.084161,67.041649,854.843965,30.833502,8.181674,0.881903,366.75398,594790.24088,1.027018,0.057952,19,0.793649,1,0.342102,0.286618,6.374958,0.698679,1,0.724785,2.51521,2,2,0,7,0.54438,0.769018,0.785043,0.603712,0.265311,0.487363,0.374791,0.62081,0.377451,0.267515,0.290019,13,23.240701,1.030928,0.793231,0.862549,0.930185,0.80233,0.769027,0.969487,0.83623,1.042251,0.97,0.735135,0,-1,436.09632,1.209879,407.011056,0.140045,0.990145,860.576436,16.71203,18.415505,7.090765,0.42448,12.571183,0.01942,2.114381,1.973363,0.933305,62832,11.04822,0.907498,6.757602,-0.856889,Helix
